student_id,college_id,program_id,cumulative_gpa,agg_terms,plans_for_paying
bdc62449-c915-440e-885b-2158814f43f1,2eae3974-2129-4282-9255-031ecce8352e,bf8952f9-85b0-4027-bd9c-60be7fed050f,3.15,Fall,['personalAndFamilyFunds']
442d3524-e930-4732-a54c-f20afaad4816,0c096fab-5138-4582-a6e7-2e132878f653,ab35286d-0169-4720-9689-af21945dae7a,4.0,Fall,['financialAid']
388c92e9-df66-4c07-9f77-0bd2a1a216b0,eaece21d-2ccf-4ed4-8f3f-1323eeaa164d,a93653ce-716f-4daa-83f3-cbf248e68438,2.79,Summer,"['financialAid', 'scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds', 'loansCreditCards']"
e3e4f81b-9f5c-4652-b75b-531c5ac37663,2eae3974-2129-4282-9255-031ecce8352e,8cf4acd3-37fd-4c46-9874-81208d199d17,3.83,Summer 3,['personalAndFamilyFunds']
57d94164-1364-4b82-ad37-16b1fba6520b,6819c1a3-0a31-4414-8d36-60a26bfe8c0f,e4908dde-eefb-4846-af73-3b07012a4872,3.0,Fall,"['financialAid', 'scholarshipsGrantsFromYourSchool']"
6a838c82-675a-4662-b193-ad93b7506eb0,0eb2c14d-6537-4144-8432-c554f9e5e6b8,33c69812-431b-421d-9b00-14f6fc2631e5,3.86,"Summer 1, Summer 2",['personalAndFamilyFunds']
7ee40224-0aed-4cda-b16b-bdc670167367,30ea5d5b-4d16-4e1a-b49c-66e955c28b21,c7bd29ea-81d1-413c-b503-a14ca37fbd88,3.6,Fall,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
87ab6d47-04e2-431d-9c2f-e6a66c403a56,19828f04-4869-498c-9c0e-7b56fc5084d6,b37b9c74-04e3-43e1-8a31-6a2455d5b88c,3.81,Summer 1,"['scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
0a3b42ca-90e0-4a43-b38a-5f55e65f663d,19828f04-4869-498c-9c0e-7b56fc5084d6,1031b3b8-9632-4a9b-9860-3e1ff1e44b9a,3.81,Summer 1,"['scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
df25eca9-82a4-4df4-aadf-9efcb89c6e5e,0c096fab-5138-4582-a6e7-2e132878f653,8cf4acd3-37fd-4c46-9874-81208d199d17,2.74,Summer 2,['personalAndFamilyFunds']
1d0fdd94-5bd3-4370-acaa-7ec15c04d36d,30ea5d5b-4d16-4e1a-b49c-66e955c28b21,dbc5be23-f12b-4c57-8858-083698774c04,3.81,Summer 2,['personalAndFamilyFunds']
d94307d7-f440-4966-8aca-4fe146630c90,354cd662-2d91-4199-9008-17fe48145531,7e0d19d1-f099-4e9b-a250-ca0c2657f593,3.21,Fall,"['personalAndFamilyFunds', 'financialAid', 'scholarshipsGrantsFromYourSchool']"
07f94563-051f-49fb-a2bf-151bcefd8c91,354cd662-2d91-4199-9008-17fe48145531,96b6a909-af4b-4020-b479-943596fba29e,3.21,Fall,"['personalAndFamilyFunds', 'financialAid', 'scholarshipsGrantsFromYourSchool']"
591516b4-5812-44aa-8eb7-c1688588b6d9,aa254dc0-2220-426f-8b12-078a19dfb8da,82376815-5b7c-499f-940b-ea2df69a9132,,"Fall, Spring",
2ea73e5f-55ee-4e74-a99f-69ec56fb4442,7813a5c9-18bc-4c81-aa22-4d1e4442e419,d464bc3e-4f36-468d-a896-4ad96a647e1b,3.6,Summer,[]
f4412bc5-f50b-41fc-a323-917161b9ece9,24d36d16-65ba-4e9c-9dc2-846dc2ad8c7f,08cd36f9-7bf6-4ce1-b6cb-c219a6dcc407,,Summer,
69444d8f-6e1c-4b0b-9da3-34f7225b6ce9,0c096fab-5138-4582-a6e7-2e132878f653,d2dec035-d5da-4f68-b605-a66b99f25519,3.0,Summer,['personalAndFamilyFunds']
f03d0f8b-66f5-4cec-9688-a595da139dbe,39f292fd-2818-4643-ac7c-3169ce3afde5,febb8de5-665a-44a1-b25e-e61128642d2a,2.75,Summer,[]
fe8e35e5-e0b8-40c7-9809-7b953466b75e,6c227bc2-7126-4a28-a431-ae43ac25ad71,c7bd29ea-81d1-413c-b503-a14ca37fbd88,3.52,Summer 1,['personalAndFamilyFunds']
8f528066-bace-4e53-8a8e-5fbdcf874681,833bce5a-c216-40f4-9673-fba2029ec757,67ae4436-c57c-407e-bda3-e8b93df3396c,3.3,Summer,[]
86bce6b0-ca76-46ed-91b1-0b67309166c0,b841f2a6-b91a-44c6-b28c-7d5577e36c71,dbc5be23-f12b-4c57-8858-083698774c04,3.65,Fall,['personalAndFamilyFunds']
19c7890f-d9ee-4d48-b31d-97547991e549,7c372596-7ab5-4234-99bc-39643aef2502,9a2415ce-9834-45ae-9289-d41d4faf3dbe,3.42,Summer 1,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool', 'financialAid']"
0bb72e23-8606-47c7-afb9-9317fc466cf5,b4570c8f-334f-4bba-8bab-5a12ae7fd85d,a6a56444-185f-4630-96e0-67c1b24925cd,3.12,Summer,[]
679ec753-9b7c-491e-b717-285dcb6064e0,6c227bc2-7126-4a28-a431-ae43ac25ad71,86ab695d-afbb-4414-9bc1-cb59a2af15a0,3.8,Summer,[]
ac74eab2-5d79-4ca7-bcc7-f2f7c7034040,39f292fd-2818-4643-ac7c-3169ce3afde5,7bad5453-9bed-433a-b641-bb9cbf16abdb,4.0,Summer,[]
e1746de3-0851-4dce-a6b6-4862b4a41b6b,da0e9aef-1697-4ee4-bc55-9053a4b4d411,fe89a122-c95d-4e53-8ede-802708c79306,3.75,Summer,[]
59568a8d-838d-4db1-a324-5b27850813b3,a93fcf2e-b443-4369-a6e5-1d3b566ff455,aeaf5a9d-f887-4575-b89a-2c409880d0a6,,Fall,
4e9d03d6-8b83-42dc-a298-07f51689e997,103b2d79-7c0e-4d15-af19-c28d3eb486ef,11fa44c5-b8ae-4067-891b-90246e5c48c3,3.53,Summer,[]
60b5aab7-9ffb-4c45-b1d0-e867ce55795e,a774f1a2-246f-4162-945c-988a4ecc5928,92d91241-13f0-453d-9581-8aa3dcadaed5,3.5,Summer,[]
488ad888-6116-41d2-99e6-7c08c35c1515,0c096fab-5138-4582-a6e7-2e132878f653,e036d04a-8eac-4a55-b767-bb55ca15a10a,3.92,Summer,['personalAndFamilyFunds']
d7a490bf-9b88-4687-b8e7-029921ea4966,9ade74c7-53c0-4cb0-9fba-4157120ccf8a,7cb5732f-7e48-4bb3-9193-cabac19449ae,3.5,"Fall, Spring","['scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
ae2af41d-9c93-45b3-bcda-cba03bbdcfac,da0e9aef-1697-4ee4-bc55-9053a4b4d411,fe89a122-c95d-4e53-8ede-802708c79306,3.7,Summer,['financialAid']
76301c18-d703-4fca-a5b8-d47a99ae3e45,cddeec7d-c080-46f3-b605-c661c4e1e46a,60bd8244-b2a0-4627-b3b7-26d49b211e46,3.5,Summer,[]
47d86b02-36e2-46aa-8e30-5c661503ef30,30ea5d5b-4d16-4e1a-b49c-66e955c28b21,dbc5be23-f12b-4c57-8858-083698774c04,2.88,Summer 1,['financialAid']
dc1c1f9f-f6a5-4da5-9165-7146072782ef,30ea5d5b-4d16-4e1a-b49c-66e955c28b21,dbc5be23-f12b-4c57-8858-083698774c04,3.86,Summer 1,['personalAndFamilyFunds']
384f277e-10ac-4e67-a7eb-b913530cb2bc,19cc57dd-a954-47a9-8017-fdc005bee1b3,c7bd29ea-81d1-413c-b503-a14ca37fbd88,3.32,Fall,"['scholarshipsGrantsFromYourSchool', 'financialAid']"
dfe0d489-9d5d-4b39-a075-72fe6eb4a1e0,da0e9aef-1697-4ee4-bc55-9053a4b4d411,3336571f-ec22-4400-9191-c436260b6698,3.7,Summer,[]
fb65e130-8f4f-445a-b41f-a483fd7d2cda,cddeec7d-c080-46f3-b605-c661c4e1e46a,5622b37a-3eaa-4e16-adf7-e54762a70aef,3.0,Summer,"['financialAid', 'scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds', 'loansCreditCards']"
9229de0c-45c0-4af5-9e69-53d36352ea0b,d69abf15-d9b1-4bd5-8aac-11195c8f138e,33fc9516-52ec-46e0-a5fa-4d246e9f6f28,1.93,Summer,"['scholarshipsGrantsFromYourSchool', 'financialAid', 'personalAndFamilyFunds']"
001c43ba-1dcd-4a3a-b776-c9708dc3cff1,a110e740-46db-4652-a95f-1b633991afcf,707c2447-c1a2-40ed-a5bc-39caa8c667ed,3.79,Summer,[]
8cf90d03-94b0-44a0-bb44-7a08bd58159d,0c096fab-5138-4582-a6e7-2e132878f653,5319ed14-79a1-4780-b14d-e12a3203c79c,4.0,Fall,"['scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
c9007155-593e-424c-919d-1704a574ef6c,a110e740-46db-4652-a95f-1b633991afcf,707c2447-c1a2-40ed-a5bc-39caa8c667ed,3.6,Summer,[]
536842a4-9824-45a3-99e5-53f20d3bfa37,39f292fd-2818-4643-ac7c-3169ce3afde5,febb8de5-665a-44a1-b25e-e61128642d2a,3.88,Summer,['personalAndFamilyFunds']
de1d873f-55c4-4004-beb0-52bc1bd72a3a,1aabba4b-00ca-41ad-9251-f107520f7eaa,dfaed76c-4fb7-464c-aa60-f4e23a0b7e9b,2.8,Summer,['financialAid']
0f9a81e8-be0f-4d82-b7a9-deee87f59211,6c227bc2-7126-4a28-a431-ae43ac25ad71,86ab695d-afbb-4414-9bc1-cb59a2af15a0,3.98,Summer,[]
c88651b0-a68d-4391-9078-d11171225682,37a1e067-612f-46b1-8b25-14f6e9d97816,45699d0c-97c9-4877-8927-e6d19013b356,4.0,Summer,['personalAndFamilyFunds']
2de48426-6004-43e9-a1ad-060477e3d9ad,6819c1a3-0a31-4414-8d36-60a26bfe8c0f,e4908dde-eefb-4846-af73-3b07012a4872,2.93,Fall,[]
5b4d0f4d-1e77-4ad3-95bd-3220c626af8d,252b4801-41d1-4f29-be24-5534a398be0a,30a34714-7ec1-4704-b1d2-365fc2a0217f,3.4,Summer,[]
e0bd1908-daf5-438c-bf98-aed9b4ab367d,950a60ca-ff8e-4625-8550-2c6b418738f0,036b07df-c534-4d30-87f5-c445196f82a2,3.87,Summer,[]
bb83668c-1eb9-48dd-8548-2719077d0761,354cd662-2d91-4199-9008-17fe48145531,d0e4f33b-320e-4e0e-a2cb-7637b6492884,3.9,Fall,"['scholarshipsGrantsFromYourSchool', 'financialAid', 'personalAndFamilyFunds']"
39122a61-067b-4d5d-b0cb-d6d6c1bf572b,74acffcd-1f1e-4e1a-b927-8bdcb368d480,8d20548d-e890-4ca1-9c2c-b9cb8b278a06,,Fall,
82471c13-403f-4fae-8980-aa2b1428d23b,74acffcd-1f1e-4e1a-b927-8bdcb368d480,b3a758f3-fae4-4cf5-9f82-b81ff384d220,,Fall,
e73caa23-359a-4a58-b96f-9b202d2203d5,892350c8-f02f-4936-80ac-e0826d7a816d,dbc5be23-f12b-4c57-8858-083698774c04,2.9,Spring,['personalAndFamilyFunds']
3008c6e6-c001-4824-b155-96540c613732,da0e9aef-1697-4ee4-bc55-9053a4b4d411,3336571f-ec22-4400-9191-c436260b6698,,Summer,
ce780e39-bba4-4009-a74c-8b8dbe14e2e2,d706d53e-0c6a-437c-ab01-21a0ad848fca,b325b1e5-c56f-416e-92e6-7b9d98333c07,2.9,Summer,[]
cc87f85b-9c65-41ff-bcb6-47882cafd78c,30ea5d5b-4d16-4e1a-b49c-66e955c28b21,c7bd29ea-81d1-413c-b503-a14ca37fbd88,3.3,Fall,[]
c74f2e54-32f2-497f-be6b-5745fbcb47d1,cddeec7d-c080-46f3-b605-c661c4e1e46a,b8861c74-242d-453f-91db-c2def4f2d7d9,3.26,Summer,[]
17d0b4c3-ae92-436c-b07e-0473dd0ea614,844ed009-4fb1-4a97-8604-b747809167cb,9a2415ce-9834-45ae-9289-d41d4faf3dbe,2.5,"Fall, Fall Early Start",['personalAndFamilyFunds']
b4022e3c-4acc-4d53-8193-9ed5f4e04c54,37a1e067-612f-46b1-8b25-14f6e9d97816,45699d0c-97c9-4877-8927-e6d19013b356,2.95,Summer,[]
9a9407ac-e080-42f7-87d6-cc8fadeda254,0c096fab-5138-4582-a6e7-2e132878f653,aea2b064-bfdc-4c37-aba4-8f52beebc7e7,3.53,Fall,['personalAndFamilyFunds']
770c7c42-7256-4512-a58a-e61320bbd81b,bd630680-47df-4d35-b95a-4225f30a4daa,0f9cb390-84c8-4beb-a927-064b2dfe213a,4.0,Summer 2,"['scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
43e04fbd-80ff-4733-a829-230aa6a6361b,8ce7d542-f085-47ae-aba4-b9fd53750b45,dbc5be23-f12b-4c57-8858-083698774c04,,Summer 1,
10667b74-7f5f-4669-82b1-b7bf43aa673b,7597faba-e5c0-48dc-b01e-444cdd9e3584,e1559852-9a1f-4d1f-b210-0dcc1478872f,3.59,Summer,[]
1d3805aa-d9c3-4684-a424-5714a08f8bfc,892350c8-f02f-4936-80ac-e0826d7a816d,194ea983-8b6f-4f23-b419-9b2ea73cef9a,3.5,Summer,[]
32ee6410-7865-4d72-b76c-43f6f329bcd4,103b2d79-7c0e-4d15-af19-c28d3eb486ef,11fa44c5-b8ae-4067-891b-90246e5c48c3,4.0,Summer,[]
fb296598-8856-47d3-84ed-cf1556f74c95,f57bb81b-e3d2-478b-bc3c-bfdf0b6ed8f0,54cbd4fd-c203-456a-bc1b-b7e255dcfb14,3.48,Summer,[]
74d78460-1c9e-47a4-bd72-6b64227048e0,29f1b681-7c03-4afe-a441-970fa4ae651c,dbc5be23-f12b-4c57-8858-083698774c04,3.19,Summer 1,['personalAndFamilyFunds']
822c918e-d1d3-439a-94f4-f70ff869c564,b417253a-7330-42bd-bb02-8e731a127ac4,b9207796-7d5a-4319-b677-3ef53bed408b,2.78,Summer 2,"['personalAndFamilyFunds', 'loansCreditCards']"
b46e0436-28cd-42be-8a03-8df73a0580ed,73fc0d80-658c-41e5-b746-30cec4948e72,1031b3b8-9632-4a9b-9860-3e1ff1e44b9a,3.48,Fall,['personalAndFamilyFunds']
bb5e4a3a-d730-4b45-8c88-435a0f148641,b417253a-7330-42bd-bb02-8e731a127ac4,700b788b-f32b-4086-905b-ca7972b6373f,2.9,Summer 1,['scholarshipsGrantsFromYourSchool']
f778c893-e882-403b-a05a-4ca14e4c343a,b4570c8f-334f-4bba-8bab-5a12ae7fd85d,a6a56444-185f-4630-96e0-67c1b24925cd,2.7,Summer,[]
e6dd4d40-c467-4394-bc13-8079fbd03f6c,da0e9aef-1697-4ee4-bc55-9053a4b4d411,0d57af01-8e51-4230-bed4-5da6c65fdf2c,3.03,Summer,[]
92fd7145-5aa5-486d-a175-9c2b4897197e,da0e9aef-1697-4ee4-bc55-9053a4b4d411,0d57af01-8e51-4230-bed4-5da6c65fdf2c,3.1,Summer,[]
91e41574-17aa-4a64-96f5-427f728f01f1,6c227bc2-7126-4a28-a431-ae43ac25ad71,86ab695d-afbb-4414-9bc1-cb59a2af15a0,3.75,Summer,[]
d3d49ae3-09a4-4968-bc77-2b6c39dc856d,da0e9aef-1697-4ee4-bc55-9053a4b4d411,3336571f-ec22-4400-9191-c436260b6698,3.85,Summer,[]
2e5970d5-a929-4463-be56-15571f7d94ec,6c227bc2-7126-4a28-a431-ae43ac25ad71,86ab695d-afbb-4414-9bc1-cb59a2af15a0,3.84,Summer,[]
a496d253-c4f8-427d-bcb1-86d9e07d4c59,a93fcf2e-b443-4369-a6e5-1d3b566ff455,6d4e09fa-8d48-4da7-a9b1-1c83f6036da3,3.1,Summer,[]
3c4dc93e-3ede-48f8-a070-fa44a1405596,17ce0b46-9c24-4a9f-ac3a-1070b0d746f7,95234904-646b-4e79-8afd-da423cb78b36,3.3,Summer,[]
5553cc56-d9e6-4d6e-8398-fa7407b3e56e,d67304d0-e724-421f-811b-24ad492e723e,700b788b-f32b-4086-905b-ca7972b6373f,3.5,Summer 2,"['personalAndFamilyFunds', 'other', 'scholarshipsGrantsFromYourSchool']"
2c1eec8e-8918-4f04-b36e-a3af1423547c,c87d1fbf-1b58-4d4c-b57e-e13af982a092,b4a22b23-f108-40c9-8c45-ccbfc0a5f5d3,3.56,"Fall, Spring","['scholarshipsGrantsFromYourSchool', 'loansCreditCards', 'personalAndFamilyFunds']"
90e5dbe4-849d-4e95-90d5-226036c0c4cf,a110e740-46db-4652-a95f-1b633991afcf,707c2447-c1a2-40ed-a5bc-39caa8c667ed,2.75,Summer,[]
c53e9871-71bf-46ed-89e8-7a174fb4f202,55dfeaf1-2f32-493e-91d2-360b28d91e35,c3be06e9-dbeb-4015-b069-9716e0a86e04,3.2,Spring,[]
44b6b866-f394-4596-9754-102e1561ead0,08885caf-e615-43dd-a005-fc347dcb1004,d007464e-3755-49b7-adea-8e021ad51aa4,,Fall,
b53db647-a38b-4c35-a0b5-245f82f639da,f57bb81b-e3d2-478b-bc3c-bfdf0b6ed8f0,d2dec035-d5da-4f68-b605-a66b99f25519,,Summer,['personalAndFamilyFunds']
c941b301-680f-4a2c-bcca-4ab677e819a8,37a1e067-612f-46b1-8b25-14f6e9d97816,45699d0c-97c9-4877-8927-e6d19013b356,3.4,Summer,[]
73c11599-fc95-4b70-9a8d-f39211103def,103b2d79-7c0e-4d15-af19-c28d3eb486ef,9eb7f574-9467-47ad-a8de-3797f41090d6,3.47,Summer,[]
62a9677b-1318-47ab-b077-23bfd08a49fb,1d583138-5520-4e32-a97d-9ef8bbd50457,e036d04a-8eac-4a55-b767-bb55ca15a10a,3.97,Summer,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
abad84bd-abd9-4e34-9fa7-1032f539ae39,a110e740-46db-4652-a95f-1b633991afcf,707c2447-c1a2-40ed-a5bc-39caa8c667ed,3.3,Summer,['personalAndFamilyFunds']
b6a4bbf9-e478-41e3-834c-284ca4a2d70f,da0e9aef-1697-4ee4-bc55-9053a4b4d411,fe89a122-c95d-4e53-8ede-802708c79306,4.0,Summer,[]
975d7a14-e0bd-430f-a710-c60a51adf6ce,da0e9aef-1697-4ee4-bc55-9053a4b4d411,fe89a122-c95d-4e53-8ede-802708c79306,3.66,Summer,[]
f9910621-f7f9-4ca8-8515-e5be2ab9402a,e8f4a393-5c4a-44b2-bf77-e474da5b91b1,6282fa77-56fe-4635-b1f0-770813e93346,4.0,Summer,[]
b701cf98-e9d5-4d53-8c46-4808548fb806,b4403f4e-1802-4b8d-9e55-3110a41bf9e1,7cb5732f-7e48-4bb3-9193-cabac19449ae,4.0,Fall,[]
3deb3326-b4c7-4b69-b478-72528805dedd,cddeec7d-c080-46f3-b605-c661c4e1e46a,0cf691b6-76ae-4a59-bb0a-53673fd27b7d,3.31,Summer,[]
6a6fdb8c-2c83-47cd-beeb-2ad4c351273b,6819c1a3-0a31-4414-8d36-60a26bfe8c0f,dbc5be23-f12b-4c57-8858-083698774c04,3.55,Fall,"['scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
4ddaaf48-3275-4142-81fd-e769b7c195a3,0c096fab-5138-4582-a6e7-2e132878f653,25d1c1bd-1ae9-448c-b2cd-499d1c05d642,3.79,Summer 1,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
e75ad110-ecc9-4db1-9d01-d4ec5ab7b841,d69abf15-d9b1-4bd5-8aac-11195c8f138e,33fc9516-52ec-46e0-a5fa-4d246e9f6f28,3.0,Summer,[]
edd62c77-f487-49f2-93e6-1fae88c142f4,aee66ec4-b885-4fa9-a788-2aa797a8c568,31cb5c39-2648-40ea-8002-acd7279920ee,3.95,Summer,['personalAndFamilyFunds']
88fb1c88-80cf-41b7-a50a-ca70f7f9b800,2eae3974-2129-4282-9255-031ecce8352e,bf8952f9-85b0-4027-bd9c-60be7fed050f,3.63,Fall,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
d33878c6-b696-4fbd-b347-01b24f31bc8a,01093835-a99b-4f9e-a0e8-6e146f71f8fd,3db6029a-8f87-4983-b851-3441620bd8e8,2.9,Summer,[]
73f3cec8-eccf-4066-a628-e8095afcfbd8,08c744a6-82de-467c-ba10-0360b9fe1855,a57ad6b1-a36c-4664-a111-e241322cb962,3.7,Summer,['personalAndFamilyFunds']
e294bdf4-dd3f-49c8-ad8c-160b77f08034,da0e9aef-1697-4ee4-bc55-9053a4b4d411,fe89a122-c95d-4e53-8ede-802708c79306,3.93,Summer,[]
de68e87d-a4c7-46e0-a4c3-92803ff0e551,a93fcf2e-b443-4369-a6e5-1d3b566ff455,6d4e09fa-8d48-4da7-a9b1-1c83f6036da3,3.83,Summer,"['financialAid', 'scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
6c5422a1-ccfc-4918-ae27-4b0204f2ff5b,08c744a6-82de-467c-ba10-0360b9fe1855,a57ad6b1-a36c-4664-a111-e241322cb962,3.5,Summer,[]
2fa10e54-564d-4291-8240-9d0176629748,892350c8-f02f-4936-80ac-e0826d7a816d,25790d7c-ba7d-4698-aa62-1111983c3ec9,3.63,Summer 1,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
d80cf52a-08bb-4e8b-a2ca-17258b76d2fe,da0e9aef-1697-4ee4-bc55-9053a4b4d411,3336571f-ec22-4400-9191-c436260b6698,3.78,Summer,[]
01ecd64d-8929-4bd6-a0d8-70e7a21e94b8,b91fa5a9-5901-45f9-8b3a-0a90ab779764,34d57d90-c62d-4aa7-9e35-c692b2c653d5,3.65,Fall,"['financialAid', 'scholarshipsGrantsFromYourSchool']"
bca706d9-900d-4573-a6d9-bb31f4d5939b,b91fa5a9-5901-45f9-8b3a-0a90ab779764,c7bd29ea-81d1-413c-b503-a14ca37fbd88,3.65,Fall,"['financialAid', 'scholarshipsGrantsFromYourSchool']"
cdad4bda-57e9-4c35-9855-cbe37e33b8c0,30ea5d5b-4d16-4e1a-b49c-66e955c28b21,31cb5c39-2648-40ea-8002-acd7279920ee,3.01,Summer,"['financialAid', 'scholarshipsGrantsFromYourSchool', 'personalAndFamilyFunds']"
0f6d4e97-0976-4f22-80dd-eb1d25a5733f,2eae3974-2129-4282-9255-031ecce8352e,bf8952f9-85b0-4027-bd9c-60be7fed050f,2.82,Fall,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
999a08e1-2869-4f57-9b4d-01a3b2917044,0c096fab-5138-4582-a6e7-2e132878f653,b1818862-d8a4-4d8f-940f-94668d8d20e0,4.0,Summer,[]
54b241b6-1aee-4f2f-bd26-c8941cfcf712,eaece21d-2ccf-4ed4-8f3f-1323eeaa164d,cbec4572-1049-4d45-bf06-798739838e13,3.55,Summer,[]
d749930b-2246-47bc-abc9-e1f91cc2a44c,601f197a-c3ba-4408-9e7e-ca87abc96a5d,d153d378-0676-412e-8c63-6e7ef862cc89,3.34,Fall,[]
6a70193b-0f9e-45e1-bc39-6bcdfda99e4a,28e89522-2297-4130-8e60-b209136d6ffc,f32a1895-788b-4dcf-a13e-45b2a7b5dd91,2.74,Summer,[]
4f01273a-4c7d-4c61-aaff-fde76399881a,37a1e067-612f-46b1-8b25-14f6e9d97816,45699d0c-97c9-4877-8927-e6d19013b356,3.3,Summer,[]
6934cc04-f912-4288-a429-31d2250a0269,7c372596-7ab5-4234-99bc-39643aef2502,b37b9c74-04e3-43e1-8a31-6a2455d5b88c,,Summer 1,
3586b2ae-c996-48c7-b0ee-636e9fb12c9d,7c372596-7ab5-4234-99bc-39643aef2502,1031b3b8-9632-4a9b-9860-3e1ff1e44b9a,,Summer 1,
a4313f71-dc4a-44cc-bc75-deec0b7e1f2a,6c227bc2-7126-4a28-a431-ae43ac25ad71,f8b00b25-b4a9-4017-b6be-5b8805794ca7,4.0,Fall,"['personalAndFamilyFunds', 'scholarshipsGrantsFromYourSchool']"
4b096aad-8d74-4ccf-895a-60637fe2ed80,da0e9aef-1697-4ee4-bc55-9053a4b4d411,3336571f-ec22-4400-9191-c436260b6698,3.78,Summer,[]
b6533320-9fe9-4067-aa83-da0f048afe0e,24d36d16-65ba-4e9c-9dc2-846dc2ad8c7f,08cd36f9-7bf6-4ce1-b6cb-c219a6dcc407,3.77,Summer,[]
2d0fcf55-9c45-477e-b68e-d1ccf7794aef,6c227bc2-7126-4a28-a431-ae43ac25ad71,dbc5be23-f12b-4c57-8858-083698774c04,,Fall,
54dc4cd7-37cd-4aea-85cb-da437992d8f4,17ce0b46-9c24-4a9f-ac3a-1070b0d746f7,95234904-646b-4e79-8afd-da423cb78b36,,Summer,
b737926e-f60b-44f1-ba22-2b961136966a,24d36d16-65ba-4e9c-9dc2-846dc2ad8c7f,08cd36f9-7bf6-4ce1-b6cb-c219a6dcc407,3.89,Summer,[]
4782c5f0-d9d2-45d1-a1f3-70c969e19531,f57bb81b-e3d2-478b-bc3c-bfdf0b6ed8f0,a9eeb532-142d-4eb0-894a-f630a1980ef6,3.8,Summer,[]
abfd6777-123a-47ca-98d1-329571c5afe4,342b83f9-0c0e-4d5a-88a7-80c55fd218ea,07cb3a26-2d0e-40b0-ac66-207daaa6f18a,3.55,Summer,[]
d9b26935-1501-4cee-8b9b-78cd0709679e,0c096fab-5138-4582-a6e7-2e132878f653,9a2415ce-9834-45ae-9289-d41d4faf3dbe,2.85,Summer 2,"['financialAid', 'personalAndFamilyFunds']"
000e7dc4-72eb-43c9-a6a7-5ce447551b27,aee66ec4-b885-4fa9-a788-2aa797a8c568,10d0bd08-e46e-4840-bb34-0810915d983a,,Fall,
